order_id,customer_id,order_date,payment_method,order_status,Customer_ID_Status
O00485,C0610,23-01-2026,UPI,Delivered,Valid
O00486,C0435,07-07-2026,COD,Delivered,Valid
O00487,C0784,01-07-2026,Net Banking,Cancelled,Valid
O00488,C0280,23-07-2026,COD,Delivered,Valid
O00489,C0488,07-06-2026,Credit Card,Delivered,Valid
O00490,C0497,19-03-2026,Debit Card,Delivered,Valid
O00491,C0787,18-02-2026,UPI,Delivered,Valid
O00492,C0257,08-03-2026,COD,Delivered,Valid
O00493,C0644,07-09-2025,UPI,Delivered,Valid
O00494,C0756,28-07-2025,UPI,Delivered,Valid
O00495,C0695,14-07-2025,Credit Card,Delivered,Valid
O00496,C0620,13-06-2026,Debit Card,Delivered,Valid
O00497,C0311,15-05-2026,Net Banking,Delivered,Valid
O00498,C0779,09-08-2025,Net Banking,Processing,Valid
O00499,C0505,24-02-2026,Credit Card,Delivered,Valid
O00500,C0678,12-03-2026,COD,Delivered,Valid
O00501,C0268,04-04-2026,Debit Card,Delivered,Valid
O00502,C0560,10-07-2025,UPI,Delivered,Valid
O00503,C0122,13-01-2026,COD,Delivered,Valid
O00504,C0386,12-02-2026,COD,Delivered,Valid
O00505,C0034,29-09-2025,Net Banking,Returned,Valid
O00506,C0799,03-12-2025,Credit Card,Delivered,Valid
O00507,C0442,07-09-2025,Debit Card,Processing,Valid
O00508,C0399,07-03-2026,UPI,Cancelled,Valid
O00509,C0692,09-03-2026,Net Banking,Returned,Valid
O00510,C0553,19-04-2026,COD,Delivered,Valid
O00511,C0576,19-09-2025,Net Banking,Delivered,Valid
O00512,C0401,12-11-2025,COD,Cancelled,Valid
O00513,C0387,12-05-2026,Debit Card,Processing,Valid
O00514,C0292,12-12-2025,UPI,Delivered,Valid
O00515,C0605,24-07-2025,Credit Card,Delivered,Valid
O00516,C0358,15-07-2026,Net Banking,Delivered,Valid
O00517,C0784,17-05-2026,Debit Card,Delivered,Valid
O00518,C0100,05-02-2026,Debit Card,Delivered,Valid
O00519,C0422,27-12-2025,UPI,Returned,Valid
O00520,C0251,04-11-2025,Credit Card,Returned,Valid
O00521,C0320,30-04-2026,UPI,Returned,Valid
O00522,C0068,04-12-2025,UPI,Delivered,Valid
O00523,C0174,11-07-2025,Net Banking,Delivered,Valid
O00524,C0039,21-02-2026,COD,Cancelled,Valid
O00525,C0528,01-02-2026,Debit Card,Delivered,Valid
O00526,C0713,26-02-2026,Net Banking,Delivered,Valid
O00527,C0325,10-01-2026,Net Banking,Delivered,Valid
O00528,C0331,20-04-2026,UPI,Delivered,Valid
O00529,C0103,19-06-2026,Credit Card,Delivered,Valid
O00530,C0509,15-03-2026,Debit Card,Delivered,Valid
O00531,C0630,01-12-2025,Debit Card,Delivered,Valid
O00532,C0207,12-03-2026,UPI,Delivered,Valid
O00533,C0220,25-11-2025,Debit Card,Delivered,Valid
O00534,C0305,20-04-2026,COD,Delivered,Valid
O00535,C0640,16-07-2026,UPI,Processing,Valid
O00536,C0593,18-08-2025,Net Banking,Delivered,Valid
O00537,C0280,04-08-2025,Net Banking,Delivered,Valid
O00538,C0487,04-02-2026,Credit Card,Delivered,Valid
O00539,C0079,30-05-2026,Debit Card,Delivered,Valid
O00540,C0308,07-02-2026,Net Banking,Delivered,Valid
O00541,C0205,29-01-2026,COD,Delivered,Valid
O00542,C0640,21-03-2026,COD,Returned,Valid
O00543,C0782,07-04-2026,Credit Card,Delivered,Valid
O00544,C0643,26-06-2026,Net Banking,Delivered,Valid
O00545,C0591,13-03-2026,Credit Card,Returned,Valid
O00546,C0761,25-02-2026,Debit Card,Cancelled,Valid
O00547,C0546,11-05-2026,COD,Cancelled,Valid
O00548,C0745,17-05-2026,UPI,Delivered,Valid
O00549,C0206,03-01-2026,COD,Delivered,Valid
O00550,C0247,16-09-2025,Debit Card,Delivered,Valid
O00551,C0421,11-12-2025,UPI,Cancelled,Valid
O00552,C0209,28-01-2026,Debit Card,Delivered,Valid
O00553,C0662,21-09-2025,Debit Card,Returned,Valid
O00554,C0616,29-10-2025,COD,Delivered,Valid
O00555,C0117,15-09-2025,Credit Card,Delivered,Valid
O00556,C0252,06-12-2025,COD,Delivered,Valid
O00557,C0574,09-02-2026,COD,Returned,Valid
O00558,C0038,12-10-2025,Credit Card,Delivered,Valid
O00559,C0140,15-07-2025,Debit Card,Delivered,Valid
O00560,C0675,08-04-2026,Credit Card,Returned,Valid
O00561,C0044,05-07-2026,COD,Delivered,Valid
O00562,C0057,12-08-2025,Debit Card,Cancelled,Valid
O00563,C0306,02-08-2025,COD,Delivered,Valid
O00564,C0688,02-06-2026,UPI,Delivered,Valid
O00565,C0742,10-09-2025,Credit Card,Delivered,Valid
O00566,C0585,12-07-2026,Net Banking,Delivered,Valid
O00567,C0535,06-06-2026,Net Banking,Processing,Valid
O00568,C0538,06-11-2025,COD,Delivered,Valid
O00569,C0244,04-05-2026,UPI,Processing,Valid
O00570,C0321,16-12-2025,Net Banking,Processing,Valid
O00571,C0400,19-07-2026,Credit Card,Delivered,Valid
O00572,C0224,12-09-2025,UPI,Delivered,Valid
O00573,C0220,18-11-2025,COD,Delivered,Valid
O00574,C0261,28-04-2026,UPI,Delivered,Valid
O00575,C0547,08-01-2026,UPI,Delivered,Valid
O00576,C0559,02-02-2026,COD,Returned,Valid
O00577,C0253,20-11-2025,Credit Card,Delivered,Valid
O00578,C0487,02-07-2026,Debit Card,Delivered,Valid
O00579,C0022,27-05-2026,Net Banking,Delivered,Valid
O00580,C0758,05-06-2026,UPI,Returned,Valid
O00581,C0688,31-10-2025,Debit Card,Delivered,Valid
O00582,C0394,06-12-2025,Debit Card,Returned,Valid
O00583,C0125,31-03-2026,Credit Card,Delivered,Valid
O00584,C0398,05-07-2025,COD,Delivered,Valid
O00585,C0309,16-08-2025,Credit Card,Delivered,Valid
O00586,C0216,21-09-2025,COD,Cancelled,Valid
O00587,C0325,28-07-2026,COD,Delivered,Valid
O00588,C0281,11-08-2025,COD,Delivered,Valid
O00589,C0755,28-01-2026,Debit Card,Processing,Valid
O00590,C0433,21-08-2025,Credit Card,Returned,Valid
O00591,C0268,17-03-2026,UPI,Delivered,Valid
O00592,C0431,05-05-2026,Net Banking,Processing,Valid
O00593,C0335,18-02-2026,UPI,Processing,Valid
O00594,C0054,25-05-2026,Credit Card,Cancelled,Valid
O00595,C0455,25-05-2026,Credit Card,Delivered,Valid
O00596,C0411,11-10-2025,Debit Card,Delivered,Valid
O00597,C0590,12-08-2025,UPI,Delivered,Valid
O00598,C0256,22-03-2026,Credit Card,Cancelled,Valid
O00599,C0703,27-01-2026,Debit Card,Delivered,Valid
O00600,C0490,12-07-2026,Credit Card,Delivered,Valid
O00601,C0178,17-06-2026,Net Banking,Delivered,Valid
O00602,C0289,10-10-2025,UPI,Delivered,Valid
O00603,C0377,02-10-2025,COD,Delivered,Valid
O00604,C0585,23-10-2025,UPI,Delivered,Valid
O00605,C0572,28-05-2026,Net Banking,Cancelled,Valid
O00606,C0235,15-08-2025,COD,Delivered,Valid
O00607,C0269,25-06-2026,Credit Card,Delivered,Valid
O00608,C0411,13-05-2026,COD,Cancelled,Valid
O00609,C0267,15-09-2025,UPI,Delivered,Valid
O00610,C0175,17-04-2026,UPI,Delivered,Valid
O00611,C0736,27-03-2026,COD,Processing,Valid
O00612,C0465,10-06-2026,COD,Delivered,Valid
O00613,C0230,01-07-2026,Credit Card,Delivered,Valid
O00614,C0273,25-11-2025,COD,Delivered,Valid
O00615,C0134,06-02-2026,Credit Card,Cancelled,Valid
O00616,C0221,22-11-2025,Credit Card,Delivered,Valid
O00617,C0185,26-01-2026,Credit Card,Delivered,Valid
O00618,C0298,12-11-2025,Credit Card,Cancelled,Valid
O00619,C0462,05-11-2025,Debit Card,Cancelled,Valid
O00620,C0701,28-05-2026,COD,Delivered,Valid
O00621,C0011,26-02-2026,Credit Card,Delivered,Valid
O00622,C0710,20-01-2026,Credit Card,Processing,Valid
O00623,C0393,28-06-2026,COD,Processing,Valid
O00624,C0612,09-11-2025,UPI,Delivered,Valid
O00625,C0571,31-07-2025,UPI,Delivered,Valid
O00626,C0241,27-02-2026,Debit Card,Cancelled,Valid
O00627,C0687,03-05-2026,UPI,Delivered,Valid
O00628,C0260,16-03-2026,Net Banking,Delivered,Valid
O00629,C0310,19-01-2026,Debit Card,Delivered,Valid
O00630,C0573,22-07-2025,Net Banking,Delivered,Valid
O00631,C0267,25-09-2025,Net Banking,Delivered,Valid
O00632,C0348,25-02-2026,Credit Card,Delivered,Valid
O00633,C0325,29-06-2026,Net Banking,Delivered,Valid
O00634,C0146,11-11-2025,UPI,Delivered,Valid
O00635,C0046,04-09-2025,COD,Delivered,Valid
O00636,C0766,01-01-2026,COD,Delivered,Valid
O00637,C0270,10-05-2026,Debit Card,Delivered,Valid
O00638,C0321,09-02-2026,Credit Card,Delivered,Valid
O00639,C0755,09-03-2026,Credit Card,Delivered,Valid
O00640,C0674,22-05-2026,COD,Delivered,Valid
O00641,C0194,15-09-2025,UPI,Delivered,Valid
O00642,C0188,19-07-2025,COD,Delivered,Valid
O00643,C0168,27-06-2026,COD,Delivered,Valid
O00644,C0119,11-03-2026,UPI,Delivered,Valid
O00645,C0366,29-06-2026,Net Banking,Delivered,Valid
O00646,C0469,10-03-2026,UPI,Processing,Valid
O00647,C0152,02-09-2025,Debit Card,Delivered,Valid
O00648,C0209,23-11-2025,Credit Card,Delivered,Valid
O00649,C0768,18-03-2026,Debit Card,Cancelled,Valid
O00650,C0680,26-04-2026,Credit Card,Cancelled,Valid
O00651,C0005,27-03-2026,Net Banking,Delivered,Valid
O00652,C0427,09-08-2025,Credit Card,Processing,Valid
O00653,C0511,12-06-2026,UPI,Delivered,Valid
O00654,C0027,23-11-2025,UPI,Delivered,Valid
O00655,C0383,29-04-2026,UPI,Delivered,Valid
O00656,C0158,15-07-2025,UPI,Delivered,Valid
O00657,C0725,03-06-2026,COD,Delivered,Valid
O00658,C0644,15-11-2025,Net Banking,Returned,Valid
O00659,C0006,16-12-2025,UPI,Returned,Valid
O00660,C0638,17-02-2026,Debit Card,Processing,Valid
O00661,C0752,18-04-2026,Credit Card,Delivered,Valid
O00662,C0050,26-05-2026,Debit Card,Delivered,Valid
O00663,C0057,16-07-2026,UPI,Delivered,Valid
O00664,C0617,12-01-2026,UPI,Delivered,Valid
O00665,C0262,30-09-2025,Credit Card,Processing,Valid
O00666,C0409,15-08-2025,UPI,Delivered,Valid
O00667,C0167,15-01-2026,COD,Delivered,Valid
O00668,C0663,21-07-2026,Credit Card,Delivered,Valid
O00669,C0306,09-03-2026,COD,Processing,Valid
O00670,C0318,16-06-2026,Net Banking,Delivered,Valid
O00671,C0368,06-06-2026,UPI,Delivered,Valid
O00672,C0525,11-10-2025,COD,Delivered,Valid
O00673,C0398,01-03-2026,Debit Card,Cancelled,Valid
O00674,C0615,02-02-2026,UPI,Processing,Valid
O00675,C0433,05-01-2026,Net Banking,Delivered,Valid
O00676,C0445,19-05-2026,COD,Delivered,Valid
O00677,C0042,20-03-2026,Debit Card,Delivered,Valid
O00678,C0693,23-10-2025,Credit Card,Delivered,Valid
O00679,C0540,19-05-2026,Net Banking,Delivered,Valid
O00680,C0298,25-02-2026,COD,Delivered,Valid
O00681,C0490,01-12-2025,Credit Card,Delivered,Valid
O00682,C0701,01-12-2025,Credit Card,Delivered,Valid
O00683,C0438,29-11-2025,Net Banking,Delivered,Valid
O00684,C0565,09-08-2025,UPI,Delivered,Valid
O00685,C0111,19-03-2026,COD,Delivered,Valid
O00686,C0097,23-02-2026,Net Banking,Delivered,Valid
O00687,C0364,08-11-2025,Net Banking,Delivered,Valid
O00688,C0788,15-03-2026,UPI,Delivered,Valid
O00689,C0759,04-06-2026,COD,Delivered,Valid
O00690,C0187,18-01-2026,UPI,Delivered,Valid
O00691,C0427,26-06-2026,Debit Card,Delivered,Valid
O00692,C0602,06-07-2026,COD,Processing,Valid
O00693,C0687,16-02-2026,Net Banking,Delivered,Valid
O00694,C0350,04-10-2025,Credit Card,Delivered,Valid
O00695,C0081,18-07-2026,Net Banking,Delivered,Valid
O00696,C0690,24-08-2025,COD,Delivered,Valid
O00697,C0019,03-07-2025,COD,Delivered,Valid
O00698,C0014,26-09-2025,COD,Delivered,Valid
O00699,C0709,24-01-2026,Net Banking,Processing,Valid
O00700,C0499,03-12-2025,Net Banking,Cancelled,Valid
O00701,C0370,19-06-2026,COD,Delivered,Valid
O00702,C0090,03-09-2025,Credit Card,Delivered,Valid
O00703,C0196,27-08-2025,UPI,Returned,Valid
O00704,C0193,14-07-2025,Credit Card,Delivered,Valid
O00705,C0665,13-09-2025,Credit Card,Delivered,Valid
O00706,C0642,02-04-2026,Credit Card,Delivered,Valid
O00707,C0309,30-07-2026,COD,Delivered,Valid
O00708,C0486,02-02-2026,UPI,Delivered,Valid
O00709,C0171,17-09-2025,COD,Delivered,Valid
O00710,C0483,11-07-2025,COD,Cancelled,Valid
O00711,C0249,12-10-2025,Debit Card,Cancelled,Valid
O00712,C0402,27-07-2025,Debit Card,Delivered,Valid
O00713,C0106,19-05-2026,COD,Delivered,Valid
O00714,C0508,13-07-2026,Net Banking,Cancelled,Valid
O00715,C0749,10-04-2026,Debit Card,Delivered,Valid
O00716,C0500,21-01-2026,COD,Delivered,Valid
O00717,C0606,07-07-2026,Net Banking,Returned,Valid
O00718,C0500,27-10-2025,UPI,Delivered,Valid
O00719,C0020,02-02-2026,Net Banking,Delivered,Valid
O00720,C0567,02-08-2025,Debit Card,Returned,Valid
O00721,C0428,28-02-2026,UPI,Delivered,Valid
O00722,C0638,27-05-2026,Debit Card,Delivered,Valid
O00723,C0715,09-02-2026,UPI,Delivered,Valid
O00724,C0295,07-07-2026,Credit Card,Delivered,Valid
O00725,C0353,10-02-2026,Credit Card,Delivered,Valid
O00726,C0225,27-04-2026,Debit Card,Cancelled,Valid
O00727,C0733,02-06-2026,COD,Delivered,Valid
O00728,C0301,06-07-2026,COD,Delivered,Valid
O00729,C0690,31-05-2026,Debit Card,Delivered,Valid
O00730,C0166,15-05-2026,Credit Card,Delivered,Valid
O00731,C0708,19-07-2026,UPI,Returned,Valid
O00732,C0495,05-09-2025,Credit Card,Delivered,Valid
O00733,C0161,07-05-2026,COD,Delivered,Valid
O00734,C0426,10-03-2026,Debit Card,Delivered,Valid
O00735,C0215,12-04-2026,UPI,Delivered,Valid
O00736,C0368,11-11-2025,Debit Card,Returned,Valid
O00737,C0163,28-09-2025,Net Banking,Delivered,Valid
O00738,C0066,20-12-2025,COD,Delivered,Valid
O00739,C0633,25-10-2025,UPI,Delivered,Valid
O00740,C0230,07-03-2026,Debit Card,Delivered,Valid
O00741,C0364,29-07-2026,UPI,Processing,Valid
O00742,C0571,14-11-2025,Credit Card,,Valid
O00743,C0528,06-05-2026,UPI,Processing,Valid
O00744,C0052,10-02-2026,COD,Processing,Valid
O00745,C0114,24-08-2025,Net Banking,Cancelled,Valid
O00746,C0105,14-04-2026,UPI,Delivered,Valid
O00747,C0108,24-09-2025,UPI,Delivered,Valid
O00748,C0371,19-09-2025,Debit Card,Processing,Valid
O00749,C0453,26-07-2026,Net Banking,Delivered,Valid
O00750,C0751,20-08-2025,Credit Card,Returned,Valid
O00751,C0373,19-12-2025,Credit Card,Delivered,Valid
O00752,C0207,10-02-2026,COD,Processing,Valid
O00753,C0788,04-07-2025,Credit Card,Delivered,Valid
O00754,C0350,24-11-2025,Net Banking,Delivered,Valid
O00755,C0088,14-11-2025,Debit Card,Processing,Valid
O00756,C0773,29-01-2026,Debit Card,Cancelled,Valid
O00757,C0681,03-11-2025,Credit Card,Processing,Valid
O00758,,29-03-2026,COD,Delivered,Missing
O00759,C0142,05-02-2026,COD,Delivered,Valid
O00760,C0470,22-03-2026,Debit Card,Delivered,Valid
O00761,C0454,13-09-2025,UPI,Processing,Valid
O00762,C0530,05-08-2025,UPI,Delivered,Valid
O00763,C0323,22-01-2026,Credit Card,Delivered,Valid
O00764,C0063,18-01-2026,UPI,Returned,Valid
O00765,C0657,16-09-2025,Net Banking,Delivered,Valid
O00766,C0647,01-07-2026,Net Banking,Delivered,Valid
O00767,C0430,22-01-2026,Net Banking,Delivered,Valid
O00768,C0739,16-07-2026,Debit Card,Delivered,Valid
O00769,C0009,21-11-2025,Net Banking,Cancelled,Valid
O00770,C0151,24-06-2026,COD,Delivered,Valid
O00771,C0660,14-10-2025,Net Banking,Cancelled,Valid
O00772,C0634,30-05-2026,COD,Returned,Valid
O00773,C0354,29-05-2026,COD,Processing,Valid
O00774,C0203,02-12-2025,UPI,Delivered,Valid
O00775,C0551,19-12-2025,COD,Processing,Valid
O00776,C0737,14-07-2026,Credit Card,Delivered,Valid
O00777,C0554,23-11-2025,Credit Card,Delivered,Valid
O00778,C0524,09-04-2026,Debit Card,Delivered,Valid
O00779,C0349,23-07-2026,Credit Card,Delivered,Valid
O00780,C0029,03-04-2026,Net Banking,Delivered,Valid
O00781,C0248,03-12-2025,COD,Delivered,Valid
O00782,C0114,10-07-2026,UPI,Delivered,Valid
O00783,C0266,18-05-2026,Net Banking,Delivered,Valid
O00784,C0127,25-07-2025,UPI,Delivered,Valid
O00785,C0306,20-04-2026,UPI,Delivered,Valid
O00786,C0348,29-10-2025,Net Banking,Cancelled,Valid
O00787,C0732,18-05-2026,Net Banking,Cancelled,Valid
O00788,C0240,27-12-2025,Debit Card,Delivered,Valid
O00789,C0683,02-07-2026,Net Banking,Returned,Valid
O00790,C0144,01-07-2026,COD,Delivered,Valid
O00791,C0756,04-11-2025,UPI,Delivered,Valid
O00792,C0529,25-04-2026,Credit Card,Processing,Valid
O00793,C0370,18-02-2026,UPI,Delivered,Valid
O00794,C0729,03-02-2026,COD,Delivered,Valid
O00795,C0095,01-08-2025,COD,Delivered,Valid
O00796,C0488,18-10-2025,COD,Delivered,Valid
O00797,C0379,12-06-2026,Net Banking,Delivered,Valid
O00798,C0603,13-04-2026,Net Banking,Processing,Valid
O00799,C0405,13-11-2025,Net Banking,Delivered,Valid
O00800,C0652,02-02-2026,COD,Returned,Valid
O00801,C0502,10-07-2026,COD,Delivered,Valid
O00802,C0148,16-03-2026,UPI,Delivered,Valid
O00803,C0729,20-02-2026,Credit Card,Processing,Valid
O00804,C0526,28-03-2026,UPI,Returned,Valid
O00805,C0218,19-02-2026,COD,Delivered,Valid
O00806,C0765,19-09-2025,Net Banking,Delivered,Valid
O00807,C0122,05-05-2026,COD,Delivered,Valid
O00808,C0124,06-01-2026,Net Banking,Delivered,Valid
O00809,C0042,25-03-2026,Credit Card,Delivered,Valid
O00810,C0381,04-12-2025,Debit Card,Delivered,Valid
O00811,C0302,06-03-2026,UPI,Delivered,Valid
O00812,C0146,28-04-2026,COD,Delivered,Valid
O00813,C0313,23-11-2025,Credit Card,Delivered,Valid
O00814,C0758,08-03-2026,UPI,Delivered,Valid
O00815,C0561,26-12-2025,UPI,Delivered,Valid
O00816,C0428,04-03-2026,Net Banking,Delivered,Valid
O00817,C0580,17-02-2026,Debit Card,Delivered,Valid
O00818,C0487,04-07-2026,Net Banking,Delivered,Valid
O00819,C0781,09-09-2025,Net Banking,Cancelled,Valid
O00820,C0472,25-07-2026,,Returned,Valid
O00821,C0460,15-09-2025,Debit Card,Delivered,Valid
O00822,C0640,06-06-2026,Net Banking,Delivered,Valid
O00823,C0397,28-10-2025,COD,Delivered,Valid
O00824,C0554,24-07-2025,COD,Processing,Valid
O00825,C0285,27-05-2026,UPI,Delivered,Valid
O00826,C0725,13-07-2025,Net Banking,Delivered,Valid
O00827,C0791,28-06-2026,Debit Card,Delivered,Valid
O00828,C0661,02-09-2025,Net Banking,Delivered,Valid
O00829,C0198,13-05-2026,Net Banking,Cancelled,Valid
O00830,C0776,28-07-2025,Net Banking,Delivered,Valid
O00831,C0194,20-07-2026,COD,Delivered,Valid
O00832,C0020,31-08-2025,Net Banking,Delivered,Valid
O00833,C0020,18-11-2025,Credit Card,Delivered,Valid
O00834,C0723,23-04-2026,COD,Delivered,Valid
O00835,C0547,07-05-2026,Debit Card,Delivered,Valid
O00836,C0604,24-07-2025,COD,Delivered,Valid
O00837,C0349,09-02-2026,Credit Card,Delivered,Valid
O00838,C0025,28-03-2026,Debit Card,Delivered,Valid
O00839,,16-08-2025,UPI,Delivered,Missing
O00840,C0555,25-09-2025,Debit Card,Delivered,Valid
O00841,C0188,08-11-2025,UPI,Delivered,Valid
O00842,C0315,25-01-2026,Credit Card,Delivered,Valid
O00843,C0630,14-12-2025,Credit Card,Delivered,Valid
O00844,C0731,30-07-2025,Debit Card,Delivered,Valid
O00845,C0102,11-12-2025,Credit Card,Delivered,Valid
O00846,C0332,10-11-2025,COD,Delivered,Valid
O00847,C0054,12-10-2025,Credit Card,Processing,Valid
O00848,C0612,27-04-2026,Credit Card,Delivered,Valid
O00849,C0521,21-07-2026,Net Banking,Delivered,Valid
O00850,C0118,15-11-2025,UPI,Delivered,Valid
O00851,C0476,10-04-2026,COD,Delivered,Valid
O00852,C0496,15-07-2025,COD,Cancelled,Valid
O00853,C0240,10-07-2025,Debit Card,Delivered,Valid
O00854,C0601,11-06-2026,UPI,Delivered,Valid
O00855,C0782,11-04-2026,Credit Card,Delivered,Valid
O00856,C0582,25-01-2026,,Delivered,Valid
O00857,C0652,14-03-2026,Credit Card,Delivered,Valid
O00858,C0383,03-04-2026,Credit Card,Delivered,Valid
O00859,C0551,02-02-2026,Net Banking,Delivered,Valid
O00860,C0043,01-07-2025,COD,Cancelled,Valid
O00861,C0297,31-05-2026,Credit Card,Delivered,Valid
O00862,C0062,04-03-2026,Debit Card,Cancelled,Valid
O00863,C0257,14-06-2026,COD,Delivered,Valid
O00864,C0648,17-10-2025,Net Banking,Delivered,Valid
O00865,C0289,24-07-2025,Credit Card,Processing,Valid
O00866,C0547,15-04-2026,UPI,Delivered,Valid
O00867,C0092,19-01-2026,UPI,Delivered,Valid
O00868,C0743,11-04-2026,Debit Card,Delivered,Valid
O00869,C0216,09-05-2026,Net Banking,Delivered,Valid
O00870,C0699,23-12-2025,Debit Card,Processing,Valid
O00871,C0725,17-02-2026,Debit Card,Delivered,Valid
O00872,C0679,12-12-2025,Debit Card,Delivered,Valid
O00873,C0471,03-05-2026,Debit Card,Delivered,Valid
O00874,C0709,07-09-2025,UPI,Cancelled,Valid
O00875,C0488,03-07-2025,UPI,Returned,Valid
O00876,C0178,28-01-2026,Net Banking,Returned,Valid
O00877,C0721,08-03-2026,COD,Delivered,Valid
O00878,C0084,29-05-2026,UPI,Delivered,Valid
O00879,C0032,09-06-2026,COD,Returned,Valid
O00880,C0127,28-12-2025,COD,Cancelled,Valid
O00881,C0367,15-01-2026,Credit Card,Processing,Valid
O00882,C0714,05-07-2025,UPI,Delivered,Valid
O00883,C0380,07-10-2025,COD,Delivered,Valid
O00884,C0227,16-07-2026,UPI,Processing,Valid
O00885,C0288,14-06-2026,Debit Card,Delivered,Valid
O00886,C0093,11-05-2026,Debit Card,Processing,Valid
O00887,C0227,28-10-2025,COD,,Valid
O00888,C0038,21-11-2025,COD,Processing,Valid
O00889,C0724,07-05-2026,Credit Card,,Valid
O00890,C0201,23-05-2026,COD,Delivered,Valid
O00891,C0285,18-04-2026,Net Banking,Delivered,Valid
O00892,C0175,09-04-2026,Credit Card,Returned,Valid
O00893,C0757,16-04-2026,Net Banking,Cancelled,Valid
O00894,C0180,03-08-2025,Net Banking,Delivered,Valid
O00895,C0764,03-08-2025,Credit Card,Delivered,Valid
O00896,C0584,25-10-2025,Net Banking,Processing,Valid
O00897,C0281,07-10-2025,UPI,Returned,Valid
O00898,C0695,30-03-2026,Net Banking,Delivered,Valid
O00899,C0698,13-04-2026,COD,Delivered,Valid
O00900,C0438,25-05-2026,UPI,Delivered,Valid
O00901,C0443,25-01-2026,Debit Card,Delivered,Valid
O00902,C0697,23-03-2026,COD,Delivered,Valid
O00903,C0371,22-03-2026,UPI,Processing,Valid
O00904,C0230,25-07-2025,Debit Card,Delivered,Valid
O00905,C0546,15-02-2026,Debit Card,Delivered,Valid
O00906,C0402,08-10-2025,Debit Card,Delivered,Valid
O00907,C0586,13-07-2025,Credit Card,Returned,Valid
O00908,C0434,08-08-2025,Credit Card,Delivered,Valid
O00909,C0169,16-12-2025,Debit Card,Delivered,Valid
O00910,C0642,17-05-2026,UPI,Delivered,Valid
O00911,C0492,07-02-2026,UPI,Cancelled,Valid
O00912,C0642,19-12-2025,Debit Card,Delivered,Valid
O00913,C0111,28-02-2026,Credit Card,Delivered,Valid
O00914,C0056,18-12-2025,Net Banking,Delivered,Valid
O00915,C0075,04-05-2026,Net Banking,Delivered,Valid
O00916,C0783,18-08-2025,COD,Cancelled,Valid
O00917,C0128,13-08-2025,UPI,Delivered,Valid
O00918,C0387,08-12-2025,UPI,Delivered,Valid
O00919,C0064,12-02-2026,UPI,Delivered,Valid
O00920,C0626,17-05-2026,COD,Delivered,Valid
O00921,C0105,12-06-2026,UPI,Delivered,Valid
O00922,C0054,28-11-2025,COD,Delivered,Valid
O00923,C0099,13-05-2026,COD,Delivered,Valid
O00924,C0614,03-06-2026,Net Banking,Delivered,Valid
O00925,C0465,13-01-2026,COD,Delivered,Valid
O00926,C0636,14-05-2026,UPI,Delivered,Valid
O00927,C0667,11-06-2026,UPI,Delivered,Valid
O00928,C0530,16-12-2025,Net Banking,Delivered,Valid
O00929,C0111,22-08-2025,UPI,Cancelled,Valid
O00930,C0731,04-08-2025,Net Banking,Delivered,Valid
O00931,C0587,03-09-2025,Net Banking,Delivered,Valid
O00932,C0364,01-02-2026,COD,Processing,Valid
O00933,C0636,13-02-2026,Credit Card,Delivered,Valid
O00934,C0141,23-07-2025,UPI,Delivered,Valid
O00935,C0320,26-04-2026,COD,Delivered,Valid
O00936,C0668,22-07-2026,Debit Card,Delivered,Valid
O00937,C0598,04-04-2026,Credit Card,Delivered,Valid
O00938,C0481,06-12-2025,Net Banking,Delivered,Valid
O00939,C0299,05-01-2026,UPI,Delivered,Valid
O00940,C0601,02-06-2026,Credit Card,Delivered,Valid
O00941,C0244,17-03-2026,,Delivered,Valid
O00942,C0433,31/02/2026,Credit Card,Delivered,Valid
O00943,C0656,12-10-2025,UPI,Delivered,Valid
O00944,C0194,07-06-2026,COD,Returned,Valid
O00945,C0709,25-02-2026,Net Banking,Returned,Valid
O00946,C0340,23-04-2026,Net Banking,Delivered,Valid
O00947,C0631,01-12-2025,COD,Delivered,Valid
O00948,C0167,23-08-2025,COD,Delivered,Valid
O00949,C0508,21-10-2025,UPI,Cancelled,Valid
O00950,C0229,20-06-2026,Credit Card,Delivered,Valid
O00951,C0639,18-10-2025,Credit Card,Delivered,Valid
O00952,C0753,29-07-2026,Debit Card,Processing,Valid
O00953,C0385,14-10-2025,COD,Delivered,Valid
O00954,C0007,02-01-2026,UPI,Delivered,Valid
O00955,C0367,16-07-2025,Net Banking,Delivered,Valid
O00956,C0146,26-11-2025,COD,Delivered,Valid
O00957,C0647,26-04-2026,Debit Card,Delivered,Valid
O00958,C0031,10-10-2025,Credit Card,Delivered,Valid
O00959,C0179,21-10-2025,Debit Card,Processing,Valid
O00960,C0179,21-12-2025,Net Banking,Delivered,Valid
O00961,C0183,09-10-2025,UPI,Delivered,Valid
O00962,C0269,21-08-2025,UPI,Returned,Valid
O00963,C0141,11-01-2026,UPI,Delivered,Valid
O00964,C0216,04-12-2025,COD,Delivered,Valid
O00965,C0379,07-01-2026,Credit Card,Delivered,Valid
O00966,C0639,08-02-2026,UPI,Delivered,Valid
O00967,C0148,05-09-2025,Credit Card,Delivered,Valid
O00968,C0546,10-01-2026,Debit Card,Delivered,Valid
O00969,C0614,05-02-2026,Credit Card,Delivered,Valid
O00970,C0782,12-05-2026,Net Banking,Delivered,Valid
