order_detail_id,order_id,Order_ID_Status,product_id,Product_ID_Status,quantity,Quantity_Status,discount,Discount_Status
OD001234,O00601,Valid,P045,Valid,4,Valid,0,Valid
OD001235,O00601,Valid,P064,Valid,1,Valid,0.25,Valid
OD001236,O00601,Valid,P065,Valid,4,Valid,0.05,Valid
OD001237,O00601,Valid,P123,Valid,2,Valid,0.1,Valid
OD001238,O00602,Valid,P029,Valid,1,Valid,0.15,Valid
OD001239,O00603,Valid,P031,Valid,4,Valid,0.25,Valid
OD001240,O00604,Valid,P032,Valid,1,Valid,0,Valid
OD001241,O00604,Valid,P010,Valid,4,Valid,0.2,Valid
OD001242,O00605,Valid,P106,Valid,2,Valid,0.1,Valid
OD001243,O00605,Valid,P142,Valid,1,Valid,0.25,Valid
OD001244,O00605,Valid,P059,Valid,1,Valid,0.1,Valid
OD001245,O00605,Valid,P026,Valid,1,Valid,0.1,Valid
OD001246,O00606,Valid,P011,Valid,1,Valid,0.15,Valid
OD001247,O00606,Valid,P140,Valid,1,Valid,0.25,Valid
OD001248,O00607,Valid,P094,Valid,1,Valid,0.15,Valid
OD001249,O00607,Valid,P115,Valid,1,Valid,0.25,Valid
OD001250,O00607,Valid,P028,Valid,3,Valid,0,Valid
OD001251,O00608,Valid,P016,Valid,2,Valid,0,Valid
OD001252,O00609,Valid,P131,Valid,1,Valid,0.1,Valid
OD001253,O00610,Valid,P027,Valid,1,Valid,0.1,Valid
OD001254,O00610,Valid,P064,Valid,3,Valid,0,Valid
OD001255,O00611,Valid,P021,Valid,1,Valid,0.25,Valid
OD001256,O00612,Valid,P074,Valid,2,Valid,0.05,Valid
OD001257,O00612,Valid,P093,Valid,1,Valid,0.25,Valid
OD001258,O00612,Valid,P136,Valid,2,Valid,0,Valid
OD001259,O00612,Valid,P071,Valid,1,Valid,0.2,Valid
OD001260,O00613,Valid,P007,Valid,1,Valid,1.2,Invalid
OD001261,O00614,Valid,P047,Valid,2,Valid,0.25,Valid
OD001262,O00614,Valid,P090,Valid,2,Valid,0.2,Valid
OD001263,O00615,Valid,P115,Valid,2,Valid,0.2,Valid
OD001264,O00616,Valid,P065,Valid,1,Valid,0,Valid
OD001265,O00616,Valid,P128,Valid,1,Valid,0.15,Valid
OD001266,O00617,Valid,P086,Valid,1,Valid,0.2,Valid
OD001267,O00618,Valid,P052,Valid,1,Valid,0.25,Valid
OD001268,O00618,Valid,P104,Valid,2,Valid,0.1,Valid
OD001269,O00618,Valid,P041,Valid,2,Valid,0.25,Valid
OD001270,O00618,Valid,P113,Valid,1,Valid,0,Valid
OD001271,O00619,Valid,P150,Valid,1,Valid,0.15,Valid
OD001272,O00620,Valid,P036,Valid,3,Valid,0.25,Valid
OD001273,O00621,Valid,P005,Valid,1,Valid,0.05,Valid
OD001274,O00621,Valid,P009,Valid,2,Valid,0.1,Valid
OD001275,O00622,Valid,P026,Valid,1,Valid,0.2,Valid
OD001276,O00622,Valid,P080,Valid,2,Valid,0,Valid
OD001277,O00623,Valid,P018,Valid,2,Valid,0.1,Valid
OD001278,O00623,Valid,P030,Valid,3,Valid,0.1,Valid
OD001279,O00623,Valid,P013,Valid,1,Valid,0.05,Valid
OD001280,O00623,Valid,P115,Valid,1,Valid,0,Valid
OD001281,O00624,Valid,P068,Valid,2,Valid,0.25,Valid
OD001282,O00624,Valid,P150,Valid,2,Valid,0,Valid
OD001283,O00624,Valid,P061,Valid,4,Valid,0.2,Valid
OD001284,O00625,Valid,P070,Valid,1,Valid,0.05,Valid
OD001285,O00625,Valid,P147,Valid,1,Valid,0.2,Valid
OD001286,O00626,Valid,P017,Valid,1,Valid,0.05,Valid
OD001287,O00626,Valid,P082,Valid,2,Valid,0.15,Valid
OD001288,O00626,Valid,P045,Valid,2,Valid,0,Valid
OD001289,O00627,Valid,P077,Valid,2,Valid,0.2,Valid
OD001290,O00627,Valid,P128,Valid,1,Valid,0.2,Valid
OD001291,O00627,Valid,P102,Valid,1,Valid,0,Valid
OD001292,O00627,Valid,P136,Valid,2,Valid,0.15,Valid
OD001293,O00628,Valid,P031,Valid,2,Valid,0.15,Valid
OD001294,O00628,Valid,P107,Valid,2,Valid,0.2,Valid
OD001295,O00629,Valid,P027,Valid,2,Valid,0.1,Valid
OD001296,O00630,Valid,P039,Valid,1,Valid,0.1,Valid
OD001297,O00631,Valid,P013,Valid,2,Valid,0.1,Valid
OD001298,O00632,Valid,P069,Valid,1,Valid,0.25,Valid
OD001299,O00632,Valid,P064,Valid,1,Valid,0.25,Valid
OD001300,O00633,Valid,P112,Valid,1,Valid,0,Valid
OD001301,O00634,Valid,P132,Valid,2,Valid,0,Valid
OD001302,O00634,Valid,P075,Valid,2,Valid,0.1,Valid
OD001303,O00634,Valid,P150,Valid,4,Valid,0,Valid
OD001304,O00635,Valid,P068,Valid,1,Valid,0.1,Valid
OD001305,O00636,Valid,P036,Valid,1,Valid,0.15,Valid
OD001306,O00636,Valid,P007,Valid,2,Valid,0.25,Valid
OD001307,O00636,Valid,P055,Valid,2,Valid,0.25,Valid
OD001308,O00636,Valid,P120,Valid,1,Valid,0,Valid
OD001309,O00637,Valid,P106,Valid,1,Valid,0.25,Valid
OD001310,O00638,Valid,P008,Valid,3,Valid,0.25,Valid
OD001311,O00639,Valid,P067,Valid,4,Valid,0,Valid
OD001312,O00639,Valid,P025,Valid,1,Valid,0.05,Valid
OD001313,O00639,Valid,P140,Valid,3,Valid,0.2,Valid
OD001314,O00640,Valid,P147,Valid,2,Valid,0,Valid
OD001315,O00640,Valid,P132,Valid,1,Valid,0,Valid
OD001316,O00640,Valid,P130,Valid,2,Valid,0,Valid
OD001317,O00640,Valid,P150,Valid,3,Valid,0.25,Valid
OD001318,O00641,Valid,P129,Valid,3,Valid,,Missing
OD001319,O00641,Valid,P075,Valid,1,Valid,0.25,Valid
OD001320,O00642,Valid,P019,Valid,1,Valid,0.15,Valid
OD001321,O00642,Valid,P140,Valid,1,Valid,0,Valid
OD001322,O00642,Valid,P103,Valid,4,Valid,0,Valid
OD001323,O00642,Valid,P067,Valid,2,Valid,0.05,Valid
OD001324,O00643,Valid,P132,Valid,2,Valid,0.1,Valid
OD001325,O00643,Valid,P060,Valid,2,Valid,0.05,Valid
OD001326,O00644,Valid,P003,Valid,1,Valid,0,Valid
OD001327,O00644,Valid,P139,Valid,4,Valid,0,Valid
OD001328,O00645,Valid,P139,Valid,1,Valid,0.1,Valid
OD001329,O00646,Valid,P082,Valid,3,Valid,0,Valid
OD001330,O00646,Valid,P122,Valid,4,Valid,0.25,Valid
OD001331,O00647,Valid,P049,Valid,2,Valid,0.15,Valid
OD001332,O00648,Valid,P077,Valid,2,Valid,0.1,Valid
OD001333,O00649,Valid,P022,Valid,1,Valid,0.15,Valid
OD001334,O00650,Valid,P070,Valid,2,Valid,0.2,Valid
OD001335,O00650,Valid,P043,Valid,2,Valid,0.15,Valid
OD001336,O00651,Valid,P039,Valid,3,Valid,0.25,Valid
OD001337,O00651,Valid,P119,Valid,2,Valid,0.15,Valid
OD001338,O00652,Valid,P123,Valid,1,Valid,0.15,Valid
OD001339,O00652,Valid,P013,Valid,1,Valid,0,Valid
OD001340,O00652,Valid,P069,Valid,3,Valid,0,Valid
OD001341,O00653,Valid,P023,Valid,4,Valid,0.15,Valid
OD001342,O00654,Valid,P029,Valid,2,Valid,0,Valid
OD001343,O00654,Valid,P091,Valid,2,Valid,0.15,Valid
OD001344,O00655,Valid,P064,Valid,1,Valid,0.2,Valid
OD001345,O00655,Valid,P046,Valid,4,Valid,0.2,Valid
OD001346,O00655,Valid,P125,Valid,2,Valid,0.15,Valid
OD001347,O00656,Valid,P086,Valid,3,Valid,0.1,Valid
OD001348,O00657,Valid,P028,Valid,4,Valid,0.1,Valid
OD001349,O00658,Valid,P102,Valid,1,Valid,0.2,Valid
OD001350,O00658,Valid,P047,Valid,1,Valid,0.15,Valid
OD001351,O00659,Valid,P073,Valid,2,Valid,0.15,Valid
OD001352,O00659,Valid,P097,Valid,1,Valid,0.2,Valid
OD001353,O00660,Valid,P110,Valid,1,Valid,0.05,Valid
OD001354,O00661,Valid,P131,Valid,1,Valid,0,Valid
OD001355,O00661,Valid,P080,Valid,2,Valid,0,Valid
OD001356,O00662,Valid,P144,Valid,1,Valid,0,Valid
OD001357,O00663,Valid,P037,Valid,1,Valid,0.15,Valid
OD001358,O00663,Valid,P041,Valid,4,Valid,0,Valid
OD001359,O00664,Valid,P105,Valid,1,Valid,0,Valid
OD001360,O00664,Valid,P071,Valid,2,Valid,0.15,Valid
OD001361,O00664,Valid,P139,Valid,4,Valid,0.25,Valid
OD001362,O00664,Valid,P140,Valid,1,Valid,0.05,Valid
OD001363,O00665,Valid,P103,Valid,3,Valid,0.15,Valid
OD001364,O00665,Valid,P137,Valid,1,Valid,0.15,Valid
OD001365,O00666,Valid,P112,Valid,1,Valid,0.05,Valid
OD001366,O00667,Valid,P123,Valid,4,Valid,0.15,Valid
OD001367,O00667,Valid,P039,Valid,2,Valid,0.15,Valid
OD001368,O00668,Valid,P018,Valid,1,Valid,0.15,Valid
OD001369,O00668,Valid,P109,Valid,4,Valid,0,Valid
OD001370,O00669,Valid,P077,Valid,1,Valid,0,Valid
OD001371,O00670,Valid,P029,Valid,4,Valid,0.25,Valid
OD001372,O00670,Valid,P064,Valid,1,Valid,0.2,Valid
OD001373,O00670,Valid,P092,Valid,2,Valid,0,Valid
OD001374,O00670,Valid,P042,Valid,1,Valid,0,Valid
OD001375,O00671,Valid,P105,Valid,1,Valid,0,Valid
OD001376,O00671,Valid,P001,Valid,1,Valid,0,Valid
OD001377,O00672,Valid,P083,Valid,2,Valid,0.15,Valid
OD001378,O00673,Valid,P103,Valid,1,Valid,0.25,Valid
OD001379,O00674,Valid,P006,Valid,4,Valid,0.05,Valid
OD001380,O00674,Valid,P043,Valid,2,Valid,0,Valid
OD001381,O00674,Valid,P093,Valid,1,Valid,0,Valid
OD001382,O00674,Valid,P072,Valid,2,Valid,0,Valid
OD001383,O00675,Valid,P082,Valid,4,Valid,0,Valid
OD001384,O00675,Valid,P009,Valid,3,Valid,0.05,Valid
OD001385,O00676,Valid,P008,Valid,4,Valid,0.15,Valid
OD001386,O00677,Valid,P103,Valid,2,Valid,0.25,Valid
OD001387,O00677,Valid,P017,Valid,3,Valid,0.1,Valid
OD001388,O00678,Valid,P017,Valid,3,Valid,0.05,Valid
OD001389,O00678,Valid,P133,Valid,2,Valid,0.15,Valid
OD001390,O00678,Valid,P033,Valid,2,Valid,0.25,Valid
OD001391,O00679,Valid,P011,Valid,2,Valid,0.2,Valid
OD001392,O00679,Valid,P140,Valid,1,Valid,0.25,Valid
OD001393,O00680,Valid,P119,Valid,1,Valid,0,Valid
OD001394,O00680,Valid,P142,Valid,1,Valid,0,Valid
OD001395,O00681,Valid,P070,Valid,2,Valid,0.25,Valid
OD001396,O00681,Valid,P106,Valid,1,Valid,0.25,Valid
OD001397,O00682,Valid,P084,Valid,2,Valid,0,Valid
OD001398,O00683,Valid,P097,Valid,2,Valid,0.1,Valid
OD001399,O00683,Valid,P068,Valid,2,Valid,0.2,Valid
OD001400,O00684,Valid,P064,Valid,2,Valid,0.2,Valid
OD001401,O00684,Valid,P149,Valid,2,Valid,0.15,Valid
OD001402,O00685,Valid,P080,Valid,2,Valid,0.15,Valid
OD001403,O00685,Valid,P130,Valid,1,Valid,0.2,Valid
OD001404,O00686,Valid,P024,Valid,1,Valid,0.25,Valid
OD001405,O00686,Valid,P084,Valid,3,Valid,0,Valid
OD001406,O00686,Valid,P088,Valid,1,Valid,0,Valid
OD001407,O00686,Valid,P067,Valid,2,Valid,0,Valid
OD001408,O00687,Valid,P047,Valid,1,Valid,0,Valid
OD001409,O00687,Valid,P015,Valid,3,Valid,0.1,Valid
OD001410,O00687,Valid,P123,Valid,3,Valid,0,Valid
OD001411,O00688,Valid,P030,Valid,1,Valid,0.1,Valid
OD001412,O00689,Valid,P109,Valid,3,Valid,0.2,Valid
OD001413,O00690,Valid,P059,Valid,4,Valid,0.15,Valid
OD001414,O00691,Valid,P143,Valid,1,Valid,0.1,Valid
OD001415,O00691,Valid,P102,Valid,1,Valid,0,Valid
OD001416,O00692,Valid,P033,Valid,2,Valid,0.15,Valid
OD001417,O00692,Valid,P026,Valid,1,Valid,0.05,Valid
OD001418,O00693,Valid,P015,Valid,2,Valid,0.1,Valid
OD001419,O00694,Valid,P013,Valid,1,Valid,0.15,Valid
OD001420,O00695,Valid,P147,Valid,1,Valid,0.15,Valid
OD001421,O00695,Valid,P078,Valid,2,Valid,0.05,Valid
OD001422,O00695,Valid,P035,Valid,1,Valid,0,Valid
OD001423,O00696,Valid,P097,Valid,2,Valid,0.2,Valid
OD001424,O00697,Valid,P071,Valid,2,Valid,0.1,Valid
OD001425,O00697,Valid,P143,Valid,1,Valid,0.05,Valid
OD001426,O00697,Valid,P112,Valid,4,Valid,0.1,Valid
OD001427,O00697,Valid,P111,Valid,1,Valid,0,Valid
OD001428,O00698,Valid,P080,Valid,1,Valid,0.1,Valid
OD001429,O00699,Valid,P094,Valid,2,Valid,0,Valid
OD001430,O00699,Valid,P126,Valid,2,Valid,0.1,Valid
OD001431,O00699,Valid,P114,Valid,4,Valid,0.05,Valid
OD001432,O00699,Valid,P088,Valid,4,Valid,0.05,Valid
OD001433,O00700,Valid,P050,Valid,4,Valid,0.15,Valid
OD001434,O00701,Valid,P008,Valid,4,Valid,0.25,Valid
OD001435,O00701,Valid,P109,Valid,1,Valid,0.05,Valid
OD001436,O00701,Valid,P034,Valid,4,Valid,0.1,Valid
OD001437,O00701,Valid,P063,Valid,2,Valid,0.25,Valid
OD001438,O00702,Valid,P048,Valid,4,Valid,0.1,Valid
OD001439,O00703,Valid,P075,Valid,1,Valid,0,Valid
OD001440,O00704,Valid,P086,Valid,1,Valid,0,Valid
OD001441,O00704,Valid,P089,Valid,1,Valid,0.2,Valid
OD001442,O00705,Valid,P109,Valid,1,Valid,0,Valid
OD001443,O00705,Valid,P042,Valid,1,Valid,0.05,Valid
OD001444,O00705,Valid,P048,Valid,1,Valid,0.25,Valid
OD001445,O00706,Valid,P116,Valid,1,Valid,0.1,Valid
OD001446,O00706,Valid,P110,Valid,1,Valid,0.25,Valid
OD001447,O00706,Valid,P123,Valid,1,Valid,0.15,Valid
OD001448,O00706,Valid,P122,Valid,1,Valid,0.1,Valid
OD001449,O00707,Valid,P027,Valid,1,Valid,0,Valid
OD001450,O00708,Valid,P026,Valid,1,Valid,0.05,Valid
OD001451,O00709,Valid,P129,Valid,3,Valid,0.1,Valid
OD001452,O00709,Valid,P065,Valid,1,Valid,0,Valid
OD001453,O00709,Valid,P137,Valid,4,Valid,0.15,Valid
OD001454,O00709,Valid,P133,Valid,1,Valid,0,Valid
OD001455,O00710,Valid,P133,Valid,2,Valid,0.2,Valid
OD001456,O00710,Valid,P102,Valid,2,Valid,0.15,Valid
OD001457,O00711,Valid,P051,Valid,4,Valid,0,Valid
OD001458,O00712,Valid,P148,Valid,2,Valid,0.05,Valid
OD001459,O00713,Valid,P004,Valid,2,Valid,0,Valid
OD001460,O00713,Valid,P070,Valid,3,Valid,0.1,Valid
OD001461,O00714,Valid,P068,Valid,1,Valid,0.2,Valid
OD001462,O00714,Valid,P043,Valid,1,Valid,0,Valid
OD001463,O00714,Valid,P109,Valid,1,Valid,0,Valid
OD001464,O00714,Valid,P020,Valid,2,Valid,0.05,Valid
OD001465,O00715,Valid,P123,Valid,1,Valid,0,Valid
OD001466,O00716,Valid,P089,Valid,4,Valid,0.25,Valid
OD001467,O00716,Valid,P099,Valid,2,Valid,0,Valid
OD001468,O00717,Valid,P142,Valid,4,Valid,0.2,Valid
OD001469,O00717,Valid,P090,Valid,1,Valid,0.05,Valid
OD001470,O00718,Valid,P132,Valid,1,Valid,0.05,Valid
OD001471,O00719,Valid,P032,Valid,3,Valid,0.15,Valid
OD001472,O00720,Valid,P060,Valid,1,Valid,0.05,Valid
OD001473,O00720,Valid,P129,Valid,4,Valid,0.25,Valid
OD001474,O00720,Valid,P084,Valid,1,Valid,0,Valid
OD001475,O00721,Valid,P110,Valid,1,Valid,0.05,Valid
OD001476,O00722,Valid,P095,Valid,1,Valid,0.2,Valid
OD001477,O00722,Valid,P074,Valid,1,Valid,0.25,Valid
OD001478,O00722,Valid,P120,Valid,1,Valid,0.25,Valid
OD001479,O00723,Valid,P029,Valid,1,Valid,0,Valid
OD001480,O00724,Valid,P115,Valid,1,Valid,0.25,Valid
OD001481,O00725,Valid,P126,Valid,2,Valid,0.1,Valid
OD001482,O00725,Valid,P022,Valid,4,Valid,0.1,Valid
OD001483,O00726,Valid,P053,Valid,2,Valid,0,Valid
OD001484,O00726,Valid,P063,Valid,1,Valid,0,Valid
OD001485,O00726,Valid,P076,Valid,4,Valid,0.25,Valid
OD001486,O00726,Valid,P043,Valid,2,Valid,0.15,Valid
OD001487,O00727,Valid,P044,Valid,2,Valid,0.05,Valid
OD001488,O00727,Valid,P019,Valid,3,Valid,0,Valid
OD001489,O00728,Valid,P139,Valid,2,Valid,0.25,Valid
OD001490,O00728,Valid,P016,Valid,2,Valid,0,Valid
OD001491,O00728,Valid,P018,Valid,4,Valid,0,Valid
OD001492,O00729,Valid,P085,Valid,3,Valid,0.2,Valid
OD001493,O00730,Valid,P009,Valid,2,Valid,0.15,Valid
OD001494,O00731,Valid,P059,Valid,4,Valid,0,Valid
OD001495,O00731,Valid,P084,Valid,1,Valid,0.15,Valid
OD001496,O00731,Valid,P140,Valid,1,Valid,0.05,Valid
OD001497,O00731,Valid,P129,Valid,4,Valid,0,Valid
OD001498,O00732,Valid,P004,Valid,1,Valid,0.25,Valid
OD001499,O00733,Valid,P027,Valid,2,Valid,0.1,Valid
OD001500,O00733,Valid,P132,Valid,2,Valid,0.05,Valid
OD001501,O00733,Valid,P018,Valid,2,Valid,0,Valid
OD001502,O00733,Valid,P102,Valid,4,Valid,0.1,Valid
OD001503,O00734,Valid,P045,Valid,1,Valid,0.05,Valid
OD001504,O00735,Valid,P093,Valid,1,Valid,0.05,Valid
OD001505,O00736,Valid,P014,Valid,1,Valid,0.25,Valid
OD001506,O00736,Valid,P137,Valid,2,Valid,0.05,Valid
OD001507,O00737,Valid,P017,Valid,2,Valid,0.2,Valid
OD001508,O00737,Valid,P122,Valid,4,Valid,0.15,Valid
OD001509,O00737,Valid,P056,Valid,1,Valid,0,Valid
OD001510,O00738,Valid,P083,Valid,1,Valid,0.15,Valid
OD001511,O00738,Valid,P062,Valid,2,Valid,0.15,Valid
OD001512,O00738,Valid,P032,Valid,2,Valid,0.2,Valid
OD001513,O00739,Valid,P138,Valid,3,Valid,0.1,Valid
OD001514,O00740,Valid,P146,Valid,2,Valid,0.25,Valid
OD001515,O00740,Valid,P149,Valid,1,Valid,0.25,Valid
OD001516,O00740,Valid,P109,Valid,3,Valid,0.15,Valid
OD001517,O00740,Valid,P136,Valid,1,Valid,0.05,Valid
OD001518,O00741,Valid,P124,Valid,2,Valid,0.2,Valid
OD001519,O00742,Valid,P123,Valid,1,Valid,0.05,Valid
OD001520,O00743,Valid,P116,Valid,1,Valid,0,Valid
OD001521,O00743,Valid,P036,Valid,4,Valid,0,Valid
OD001522,O00743,Valid,P065,Valid,4,Valid,0.2,Valid
OD001523,O00743,Valid,P097,Valid,2,Valid,0.15,Valid
OD001524,O00744,Valid,P098,Valid,1,Valid,0,Valid
OD001525,O00744,Valid,P065,Valid,1,Valid,0.25,Valid
OD001526,O00744,Valid,P045,Valid,2,Valid,0.2,Valid
OD001527,O00745,Valid,P116,Valid,1,Valid,0.15,Valid
OD001528,O00746,Valid,P061,Valid,2,Valid,0.25,Valid
OD001529,O00747,Valid,P039,Valid,1,Valid,0.2,Valid
OD001530,O00748,Valid,P141,Valid,2,Valid,0.25,Valid
OD001531,O00748,Valid,P128,Valid,1,Valid,0.15,Valid
OD001532,O00748,Valid,P008,Valid,1,Valid,0,Valid
OD001533,O00749,Valid,P132,Valid,3,Valid,0.15,Valid
OD001534,O00749,Valid,P013,Valid,2,Valid,0,Valid
OD001535,O00750,Valid,P038,Valid,1,Valid,0,Valid
OD001536,O00751,Valid,P030,Valid,1,Valid,0,Valid
OD001537,O00751,Valid,P004,Valid,1,Valid,0,Valid
OD001538,O00751,Valid,P048,Valid,3,Valid,0.15,Valid
OD001539,O00751,Valid,P059,Valid,2,Valid,0.1,Valid
OD001540,O00752,Valid,P098,Valid,1,Valid,0,Valid
OD001541,O00752,Valid,P030,Valid,2,Valid,0.25,Valid
OD001542,O00753,Valid,P143,Valid,1,Valid,0,Valid
OD001543,O00753,Valid,P124,Valid,2,Valid,0,Valid
OD001544,O00753,Valid,P099,Valid,4,Valid,0.05,Valid
OD001545,O00754,Valid,P096,Valid,2,Valid,0.25,Valid
OD001546,O00755,Valid,P074,Valid,1,Valid,0.2,Valid
OD001547,O00756,Valid,P142,Valid,1,Valid,0.05,Valid
OD001548,O00757,Valid,P063,Valid,4,Valid,0,Valid
OD001549,O00757,Valid,P022,Valid,4,Valid,0.1,Valid
OD001550,O00757,Valid,P131,Valid,1,Valid,0.1,Valid
OD001551,O00758,Valid,P141,Valid,1,Valid,0.1,Valid
OD001552,O00758,Valid,P036,Valid,4,Valid,0.15,Valid
OD001553,O00758,Valid,P050,Valid,1,Valid,0.25,Valid
OD001554,O00758,Valid,P081,Valid,3,Valid,0.25,Valid
OD001555,O00759,Valid,P009,Valid,1,Valid,0,Valid
OD001556,O00760,Valid,P005,Valid,1,Valid,0,Valid
OD001557,O00760,Valid,P118,Valid,1,Valid,0.25,Valid
OD001558,O00760,Valid,P104,Valid,4,Valid,0.05,Valid
OD001559,O00761,Valid,P098,Valid,2,Valid,0.25,Valid
OD001560,O00762,Valid,P085,Valid,1,Valid,0.2,Valid
OD001561,O00763,Valid,P112,Valid,2,Valid,0.2,Valid
OD001562,O00764,Valid,P109,Valid,1,Valid,0,Valid
OD001563,O00764,Valid,P069,Valid,1,Valid,0.2,Valid
OD001564,O00765,Valid,P095,Valid,4,Valid,0,Valid
OD001565,O00765,Valid,P077,Valid,3,Valid,0,Valid
OD001566,O00766,Valid,P058,Valid,4,Valid,0.1,Valid
OD001567,O00766,Valid,P073,Valid,2,Valid,0.05,Valid
OD001568,O00766,Valid,P001,Valid,1,Valid,0.1,Valid
OD001569,O00767,Valid,P069,Valid,1,Valid,0.15,Valid
OD001570,O00767,Valid,P121,Valid,2,Valid,0,Valid
OD001571,O00768,Valid,P144,Valid,4,Valid,0,Valid
OD001572,O00769,Valid,P108,Valid,1,Valid,0.05,Valid
OD001573,O00769,Valid,P141,Valid,2,Valid,0,Valid
OD001574,O00770,Valid,P137,Valid,2,Valid,0.15,Valid
OD001575,O00770,Valid,P146,Valid,2,Valid,0,Valid
OD001576,O00771,Valid,P118,Valid,2,Valid,0,Valid
OD001577,O00771,Valid,P004,Valid,2,Valid,0.1,Valid
OD001578,O00772,Valid,P143,Valid,3,Valid,0.15,Valid
OD001579,O00772,Valid,P134,Valid,1,Valid,0.1,Valid
OD001580,O00773,Valid,P125,Valid,1,Valid,0,Valid
OD001581,O00773,Valid,P019,Valid,1,Valid,0.25,Valid
OD001582,O00774,Valid,P110,Valid,1,Valid,0.1,Valid
OD001583,O00774,Valid,P047,Valid,4,Valid,0,Valid
OD001584,O00775,Valid,P117,Valid,1,Valid,0.2,Valid
OD001585,O00775,Valid,P097,Valid,2,Valid,0,Valid
OD001586,O00776,Valid,P006,Valid,1,Valid,0,Valid
OD001587,O00777,Valid,P092,Valid,4,Valid,0.2,Valid
OD001588,O00777,Valid,P117,Valid,2,Valid,0.15,Valid
OD001589,O00778,Valid,P048,Valid,1,Valid,0.05,Valid
OD001590,O00778,Valid,P098,Valid,1,Valid,0.15,Valid
OD001591,O00779,Valid,P002,Valid,1,Valid,0.25,Valid
OD001592,O00779,Valid,P147,Valid,2,Valid,0.05,Valid
OD001593,O00779,Valid,P095,Valid,1,Valid,0.15,Valid
OD001594,O00779,Valid,P036,Valid,1,Valid,0,Valid
OD001595,O00780,Valid,P125,Valid,1,Valid,0.2,Valid
OD001596,O00780,Valid,P117,Valid,1,Valid,0.2,Valid
OD001597,O00781,Valid,P036,Valid,2,Valid,0.15,Valid
OD001598,O00781,Valid,P125,Valid,1,Valid,0.25,Valid
OD001599,O00781,Valid,P076,Valid,1,Valid,0,Valid
OD001600,O00782,Valid,P142,Valid,1,Valid,0,Valid
OD001601,O00782,Valid,P038,Valid,2,Valid,0.2,Valid
OD001602,O00783,Valid,P104,Valid,2,Valid,0.05,Valid
OD001603,O00783,Valid,P036,Valid,1,Valid,0,Valid
OD001604,O00784,Valid,P123,Valid,1,Valid,0.15,Valid
OD001605,O00785,Valid,P020,Valid,1,Valid,0.25,Valid
OD001606,O00785,Valid,P116,Valid,3,Valid,0.05,Valid
OD001607,O00786,Valid,P094,Valid,1,Valid,0.25,Valid
OD001608,O00786,Valid,P069,Valid,2,Valid,0.05,Valid
OD001609,O00786,Valid,P034,Valid,3,Valid,0.05,Valid
OD001610,O00787,Valid,P125,Valid,4,Valid,0.25,Valid
OD001611,O00788,Valid,P082,Valid,2,Valid,0.25,Valid
OD001612,O00789,Valid,P033,Valid,4,Valid,0.15,Valid
OD001613,O00789,Valid,P001,Valid,1,Valid,0,Valid
OD001614,O00790,Valid,P094,Valid,1,Valid,0.2,Valid
OD001615,O00790,Valid,P128,Valid,1,Valid,0,Valid
OD001616,O00790,Valid,P001,Valid,3,Valid,0.1,Valid
OD001617,O00790,Valid,P148,Valid,1,Valid,0.2,Valid
OD001618,O00791,Valid,P105,Valid,1,Valid,0,Valid
OD001619,O00792,Valid,P044,Valid,4,Valid,0,Valid
OD001620,O00792,Valid,P055,Valid,1,Valid,0.25,Valid
OD001621,O00793,Valid,P121,Valid,2,Valid,0.15,Valid
OD001622,O00793,Valid,P046,Valid,1,Valid,0.2,Valid
OD001623,O00793,Valid,P129,Valid,4,Valid,0.05,Valid
OD001624,O00793,Valid,P042,Valid,1,Valid,0,Valid
OD001625,O00794,Valid,P125,Valid,2,Valid,0.2,Valid
OD001626,O00795,Valid,P133,Valid,3,Valid,0.1,Valid
OD001627,O00795,Valid,P047,Valid,1,Valid,0,Valid
OD001628,O00795,Valid,P042,Valid,1,Valid,0.1,Valid
OD001629,O00795,Valid,P068,Valid,1,Valid,0.1,Valid
OD001630,O00796,Valid,P096,Valid,2,Valid,0,Valid
OD001631,O00796,Valid,P002,Valid,1,Valid,0.25,Valid
OD001632,O00797,Valid,P144,Valid,3,Valid,0.2,Valid
OD001633,O00798,Valid,P016,Valid,1,Valid,0,Valid
OD001634,O00798,Valid,P024,Valid,2,Valid,0,Valid
OD001635,O00798,Valid,P030,Valid,4,Valid,0.1,Valid
OD001636,O00798,Valid,P148,Valid,4,Valid,0,Valid
OD001637,O00799,Valid,P023,Valid,1,Valid,0.2,Valid
OD001638,O00799,Valid,P081,Valid,1,Valid,0.2,Valid
OD001639,O00799,Valid,P048,Valid,-1,Invalid,0,Valid
OD001640,O00799,Valid,P110,Valid,4,Valid,0.25,Valid
OD001641,O00800,Valid,P113,Valid,1,Valid,0,Valid
OD001642,O00800,Valid,P014,Valid,1,Valid,0.1,Valid
OD001643,O00800,Valid,P146,Valid,1,Valid,0.25,Valid
OD001644,O00800,Valid,P035,Valid,2,Valid,0.15,Valid
OD001645,O00801,Valid,P004,Valid,1,Valid,0.1,Valid
OD001646,O00802,Valid,P023,Valid,2,Valid,0.15,Valid
OD001647,O00803,Valid,P080,Valid,1,Valid,0.25,Valid
OD001648,O00803,Valid,P144,Valid,3,Valid,0,Valid
OD001649,O00803,Valid,P084,Valid,4,Valid,0.15,Valid
OD001650,O00803,Valid,P076,Valid,2,Valid,0.1,Valid
